"id","info_carrier","blattangabe","blattangabe_annotat","annotat_text","annotat_tei_xml","annotat_searchstring"
"AN_0023_000130","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","Jmp(eratori) | Dem aller durchl#;euch(e)goſt(e)n vn(d) aller vn#;ewberwintlichſt(en) f#;eurſt(e)n vn(d) h(er)ren h(er)n | Sigmund R#;eomiſch(e)n keÿſer z#;ou allen zÿten merer dez Rÿchs <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000130</id></teiHeader><text><body><p><w>Jmp(eratori) | Dem aller durchl#;euch(e)goſt(e)n vn(d) aller vn#;ewberwintlichſt(en) f#;eurſt(e)n vn(d) h(er)ren h(er)n | Sigmund Roͤmiſch(e)n keÿſer zů allen zÿten merer dez Rÿchs </w></p></body></text></TEI>","Jmperatori Dem aller durchl#;euchegoſten vnd aller vn#;ewberwintlichſten f#;eurſten vnd herren hern Sigmund Roͤmiſchen keÿſer zů allen zÿten merer dez Rÿchs"
"AN_0023_000131","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","Regi | Dem all(er)durchl#;euchtigſt(en) f#;eurſt(e)n vn(d) h(er)ren h(er)n fridrich(e)n R#;eomiſch(en) k#;eong vn(d) h(er)czog | z#;ou #;eoſterreÿch (etc) mÿnem gn#;eadigſt(en) h(er)ren . durchl#;euchtigſt(er) k#;eonk w(a)z ich wÿllig(er) | dÿnſt lÿebs vn(d) g#;eutz v(er)mag ſÿn #;ewrn k#;eonklich(e)n gn#;vad(en) z#;ou all(e)n zÿt(e)n vor an be-|reÿt Gn#;eadigſter h(er)r jch byt #;ewer k#;eunklich gn#;vad z#;ou wÿſſ(e)n. <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000131</id></teiHeader><text><body><p><w>Regi | Dem all(er)durchl#;euchtigſt(en) f#;eurſt(e)n vn(d) h(er)ren h(er)n fridrich(e)n Roͤmiſch(en) koͤng vn(d) h(er)czog | zů oͤſterreÿch (etc) mÿnem gn#;eadigſt(en) h(er)ren . durchl#;euchtigſt(er) koͤnk w(a)z ich wÿllig(er) | dÿnſt lÿebs vn(d) g#;eutz v(er)mag ſÿn #;ewrn koͤnklich(e)n gnǎd(en) zů all(e)n zÿt(e)n vor an be-|reÿt Gn#;eadigſter h(er)r jch byt #;ewer k#;eunklich gnǎd zů wÿſſ(e)n. </w></p></body></text></TEI>","Regi Dem allerdurchl#;euchtigſten f#;eurſten vnd herren hern fridrichen Roͤmiſchen koͤng vnd herczog zů oͤſterreÿch etc mÿnem gn#;eadigſten herren . durchl#;euchtigſter koͤnk waz ich wÿlliger dÿnſt lÿebs vnd g#;eutz vermag ſÿn #;ewrn koͤnklichen gnǎden zů allen zÿten vor an be-reÿt Gn#;eadigſter herr jch byt #;ewer k#;eunklich gnǎd zů wÿſſen."
"AN_0023_000132","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","Geÿſchlich(e)n kurf#;eurſt(e)n . dem von m#;eancz | Dem hochwÿrdigſt(en) f#;eurſt(e)n vn(d) h(er)ren her dÿtrich(e)n Erczbiſchof z#;ou mentz dez heÿlig(en) | R#;eomiſch(e)n Rÿchs Erczkanczler mÿm gn#;eadig(en) lÿb(en) h(er)ren","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000132</id></teiHeader><text><body><p><w>Geÿſchlich(e)n kurf#;eurſt(e)n . dem von m#;eancz | Dem hochwÿrdigſt(en) f#;eurſt(e)n vn(d) h(er)ren her dÿtrich(e)n Erczbiſchof zů mentz dez heÿlig(en) | Roͤmiſch(e)n Rÿchs Erczkanczler mÿm gn#;eadig(en) lÿb(en) h(er)ren</w></p></body></text></TEI>","Geÿſchlichen kurf#;eurſten . dem von m#;eancz Dem hochwÿrdigſten f#;eurſten vnd herren her dÿtrichen Erczbiſchof zů mentz dez heÿligen Roͤmiſchen Rÿchs Erczkanczler mÿm gn#;eadigen lÿben herren"
"AN_0023_000133","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","dem Biſchof von k#;eoln. | Dem hochwÿrdig(en) f#;eurſt(en) vn(d) h(er)ren h(er)n dÿtrich(en) Erczbiſchof z#;ou k#;eoln dez heÿlig(en) | R#;eomiſch(e)n Rÿchs jn T#;eutſch(e)n land(en) Erczkanczl(er) mim gnedig(en) lyb(e)n h(er)ren <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000133</id></teiHeader><text><body><p><w>dem Biſchof von koͤln. | Dem hochwÿrdig(en) f#;eurſt(en) vn(d) h(er)ren h(er)n dÿtrich(en) Erczbiſchof zů koͤln dez heÿlig(en) | Roͤmiſch(e)n Rÿchs jn T#;eutſch(e)n land(en) Erczkanczl(er) mim gnedig(en) lyb(e)n h(er)ren </w></p></body></text></TEI>","dem Biſchof von koͤln. Dem hochwÿrdigen f#;eurſten vnd herren hern dÿtrichen Erczbiſchof zů koͤln dez heÿligen Roͤmiſchen Rÿchs jn T#;eutſchen landen Erczkanczler mim gnedigen lyben herren"
"AN_0023_000134","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v",". dem Biſch(of) von Trÿr . | dem hochwÿrdig(e)n f#;eurſt(e)n vn(d) h(er)n h(er)n jacob(e)nErczbiſchofz#;ou Trÿr dez heÿlig(e)n | R#;eomiſch(e)n Rÿchs in welſch(e)n land(en) vn(d) durch d(a)z k#;eonkrÿch z#;ou velat Ercz kanczl(er) | mÿm gn#;eadig(e)n h(er)ren hochwÿrdig(er) f#;eurſt arm wÿllig dÿnſt vn(d) w(a)z ich lÿbs | vn(d) g#;outz v(er)mag ſÿen w(e)rn f#;eurſtlich(en) gn#;vad(en) allzÿt vor an bereyt Gn#;eadig(er) h(er)r | jch bÿtt #;ewer gn#;vad z#;ou wÿſſ(e)n <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000134</id></teiHeader><text><body><p><w>. dem Biſch(of) von Trÿr . | dem hochwÿrdig(e)n f#;eurſt(e)n vn(d) h(er)n h(er)n jacob(e)nErczbiſchofzů Trÿr dez heÿlig(e)n | Roͤmiſch(e)n Rÿchs in welſch(e)n land(en) vn(d) durch d(a)z koͤnkrÿch zů velat Ercz kanczl(er) | mÿm gn#;eadig(e)n h(er)ren hochwÿrdig(er) f#;eurſt arm wÿllig dÿnſt vn(d) w(a)z ich lÿbs | vn(d) gůtz v(er)mag ſÿen w(e)rn f#;eurſtlich(en) gnǎd(en) allzÿt vor an bereyt Gn#;eadig(er) h(er)r | jch bÿtt #;ewer gnǎd zů wÿſſ(e)n </w></p></body></text></TEI>",". dem Biſchof von Trÿr . dem hochwÿrdigen f#;eurſten vnd hern hern jacobenErczbiſchofzů Trÿr dez heÿligen Roͤmiſchen Rÿchs in welſchen landen vnd durch daz koͤnkrÿch zů velat Ercz kanczler mÿm gn#;eadigen herren hochwÿrdiger f#;eurſt arm wÿllig dÿnſt vnd waz ich lÿbs vnd gůtz vermag ſÿen wern f#;eurſtlichen gnǎden allzÿt vor an bereyt Gn#;eadiger herr jch bÿtt #;ewer gnǎd zů wÿſſen"
"AN_0023_000135","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v",". Weltlich(en) kurf#;eurſt(e)n . pfalczg(ra)f(e)n . | Dem durchl#;euchtigſt(en) f#;eurſt(e)n vn(d) h(er)ren h(er)n ludwÿg(e)n pfalczg(ra)f(e)n pÿ Rin dez heilig(en) | R#;eomiſch(e)n Rychs Ercz trukſ#;eaſß vn(d) h(er)czog in peyrn mim gn#;eadig(en) h(er)n <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000135</id></teiHeader><text><body><p><w>. Weltlich(en) kurf#;eurſt(e)n . pfalczg(ra)f(e)n . | Dem durchl#;euchtigſt(en) f#;eurſt(e)n vn(d) h(er)ren h(er)n ludwÿg(e)n pfalczg(ra)f(e)n pÿ Rin dez heilig(en) | Roͤmiſch(e)n Rychs Ercz trukſ#;eaſß vn(d) h(er)czog in peyrn mim gn#;eadig(en) h(er)n </w></p></body></text></TEI>",". Weltlichen kurf#;eurſten . pfalczgrafen . Dem durchl#;euchtigſten f#;eurſten vnd herren hern ludwÿgen pfalczgrafen pÿ Rin dez heiligen Roͤmiſchen Rychs Ercz trukſ#;eaſß vnd herczog in peyrn mim gn#;eadigen hern"
"AN_0023_000136","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","H(er)czog von Sachſ(e)n. | Dem durchl#;euchtig(en) f#;eurſt(en) vn(d) h(er)n h(er)n fridrich(e)n h(er)czog(en) z#;ou Sachſ(e)n dez heÿlig(en) | R#;eomiſch(e)n Rÿchs Ercz <del>x</del> marſchalk mÿnem gnedig(en) h(er)n <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000136</id></teiHeader><text><body><p><w>H(er)czog von Sachſ(e)n. | Dem durchl#;euchtig(en) f#;eurſt(en) vn(d) h(er)n h(er)n fridrich(e)n h(er)czog(en) zů Sachſ(e)n dez heÿlig(en) | Roͤmiſch(e)n Rÿchs Ercz </w><del><w>x</w></del><w> marſchalk mÿnem gnedig(en) h(er)n </w></p></body></text></TEI>","Herczog von Sachſen. Dem durchl#;euchtigen f#;eurſten vnd hern hern fridrichen herczogen zů Sachſen dez heÿligen Roͤmiſchen Rÿchs Ercz x marſchalk mÿnem gnedigen hern"
"AN_0023_000137","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","margr#;vaf(e)n z#;ou Brandenburck | Dem durchl#;euchtig(e)n f#;eurſt(e)n vn(d) h(er)ren h(er)n fridrich(e)n marg(ra)f(e)n z#;ou Brandenburk | dez heÿlig(e)n R#;eomiſch(e)n Rÿchs Ercz kamrer mÿm gn#;eadig(en) h(er)ren . durchl#;euchtigoſt(er) | f#;eurſt min wÿllig dÿnſt vn(d) w(a)z ich g#;outz v(er)mag ſÿen #;ewern f#;eurſtlich(e)n gn#;vad(en) | vor an Gnedig(er) h(er)r jch bitt #;ewer gn#;vad z#;ou wÿſſ(e)n <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000137</id></teiHeader><text><body><p><w>margrǎf(e)n zů Brandenburck | Dem durchl#;euchtig(e)n f#;eurſt(e)n vn(d) h(er)ren h(er)n fridrich(e)n marg(ra)f(e)n zů Brandenburk | dez heÿlig(e)n Roͤmiſch(e)n Rÿchs Ercz kamrer mÿm gn#;eadig(en) h(er)ren . durchl#;euchtigoſt(er) | f#;eurſt min wÿllig dÿnſt vn(d) w(a)z ich gůtz v(er)mag ſÿen #;ewern f#;eurſtlich(e)n gnǎd(en) | vor an Gnedig(er) h(er)r jch bitt #;ewer gnǎd zů wÿſſ(e)n </w></p></body></text></TEI>","margrǎfen zů Brandenburck Dem durchl#;euchtigen f#;eurſten vnd herren hern fridrichen margrafen zů Brandenburk dez heÿligen Roͤmiſchen Rÿchs Ercz kamrer mÿm gn#;eadigen herren . durchl#;euchtigoſter f#;eurſt min wÿllig dÿnſt vnd waz ich gůtz vermag ſÿen #;ewern f#;eurſtlichen gnǎden vor an Gnediger herr jch bitt #;ewer gnǎd zů wÿſſen"
"AN_0023_000138","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","And(er)n geÿſtlich(e)n f#;eurſt(e)n | Dem hochwÿrdig(en) f#;eurſt(en) vn(d) h(er)ren h(er)n G biſch(of) z#;ou wirczp(ur)g my(nem) gn(en) h(er)rn","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000138</id></teiHeader><text><body><p><w>And(er)n geÿſtlich(e)n f#;eurſt(e)n | Dem hochwÿrdig(en) f#;eurſt(en) vn(d) h(er)ren h(er)n G biſch(of) zů wirczp(ur)g my(nem) gn(en) h(er)rn</w></p></body></text></TEI>","Andern geÿſtlichen f#;eurſten Dem hochwÿrdigen f#;eurſten vnd herren hern G biſchof zů wirczpurg mynem gnen herrn"
"AN_0023_000139","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","","","",""
"AN_0024_000001","München, Bayerische Staatsbibliothek, Clm 17830","Ir–IXv","","","",""
"AN_0024_000002","München, Bayerische Staatsbibliothek, Clm 17830","12r–96v","12r","Verweis 1: P(ro)logus Jn Bibliam Auream Tabula prima | adhuc #.sc(i)l(icet) (et) correct(i)ore(m) hanc in pharet(ra) vide biblia(m).","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000002</id></teiHeader><text><body><p><w>Verweis 1: P(ro)logus Jn Bibliam Auream Tabula prima | adhuc ſc(i)l(icet) (et) correct(i)ore(m) hanc in pharet(ra) vide biblia(m).</w></p></body></text></TEI>","Verweis 1: Prologus Jn Bibliam Auream Tabula prima adhuc ſcilicet et correctiorem hanc in pharetra vide bibliam."
"AN_0024_000003","München, Bayerische Staatsbibliothek, Clm 17830","","12r","Verweis 2: vide diffu#.sio(rem) | Tabula(m) p(ost) a | karta .98.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000003</id></teiHeader><text><body><p><w>Verweis 2: vide diffuſio(rem) | Tabula(m) p(ost) a | karta .98.</w></p></body></text></TEI>","Verweis 2: vide diffuſiorem Tabulam post a karta .98."
"AN_0024_000004","München, Bayerische Staatsbibliothek, Clm 17830","107r–107v","107v ","Verweis 1: Jnt(er)p(re)tat(i)o(ne)s Biblie #.secun(tur) q(ua)s (et) in dyada#.scalicon vide hugon(is) <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000004</id></teiHeader><text><body><p><w>Verweis 1: Jnt(er)p(re)tat(i)o(ne)s Biblie ſecun(tur) q(ua)s (et) in dyadaſcalicon vide hugon(is) </w></p></body></text></TEI>","Verweis 1: Jnterpretationes Biblie ſecuntur quas et in dyadaſcalicon vide hugonis"
"AN_0024_000005","München, Bayerische Staatsbibliothek, Clm 17830","","107v","Verweis 2: P(ost) t(ra)n#.slat(i)o(nem) 70(a) in(ter)p(re)tu(m) op(er)a ptholomei f(a)cta(m) vt h(ab)es in dida#.scolo <add>a k(arta) .18. alpha(betico) 5(o) <sig>Buchstabe O</sig></add> hugoni(is).","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000005</id></teiHeader><text><body><p><w>Verweis 2: P(ost) t(ra)nſlat(i)o(nem) 70(a) in(ter)p(re)tu(m) op(er)a ptholomei f(a)cta(m) vt h(ab)es in didaſcolo </w><add><w>a k(arta) .18. alpha(betico) 5(o) </w><symbol type=""letter"" desc=""O""><w>O</w></symbol></add><w> hugoni(is).</w></p></body></text></TEI>","Verweis 2: Post tranſlationem 70a interpretum opera ptholomei factam vt habes in didaſcolo a karta .18. alphabetico 5o Buchstabe O hugoniis."
"AN_0024_000006","München, Bayerische Staatsbibliothek, Clm 17830","108r–133r","108r (alt 98r)","Verweis 1 ('Klassiker'): Tabula vet(er)is te#.stam(en)ti in q(uo) (con)p(e)ndio#.se vide p(ru)dentiu(m) q(ui) (et) i(n) metr(is) i(n)cipit Eua colu(m)ba.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000006</id></teiHeader><text><body><p><w>Verweis 1 ('Klassiker'): Tabula vet(er)is teſtam(en)ti in q(uo) (con)p(e)ndioſe vide p(ru)dentiu(m) q(ui) (et) i(n) metr(is) i(n)cipit Eua colu(m)ba.</w></p></body></text></TEI>","Verweis 1 'Klassiker': Tabula veteris teſtamenti in quo conpendioſe vide prudentium qui et in metris incipit Eua columba."
"AN_0024_000007","München, Bayerische Staatsbibliothek, Clm 17830","","108r (alt 98r)","Verweis 2: <ul>Concordan(tiam) eu(a)n(gelistarum)</ul> vide i(n) tabula dec(re)taliu(m) k(arta) .347. ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000007</id></teiHeader><text><body><p><w>Verweis 2: </w><underline><w>Concordan(tiam) eu(a)n(gelistarum)</w></underline><w> vide i(n) tabula dec(re)taliu(m) k(arta) .347. </w></p></body></text></TEI>","Verweis 2: Concordantiam euangelistarum vide in tabula decretalium karta .347."
"AN_0024_000008","München, Bayerische Staatsbibliothek, Clm 17830","","108r (alt 98r)","Verweis 3: (et) i(n) haimone | #.s(upe)r apocalip#.si(m) vide auto(r)i(tates) q(ua)#.sda(m) biblie . a k(arta) .223.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000008</id></teiHeader><text><body><p><w>Verweis 3: (et) i(n) haimone | ſ(upe)r apocalipſi(m) vide auto(r)i(tates) q(ua)ſda(m) biblie . a k(arta) .223.</w></p></body></text></TEI>","Verweis 3: et in haimone ſuper apocalipſim vide autoritates quaſdam biblie . a karta .223."
"AN_0024_000009","München, Bayerische Staatsbibliothek, Clm 17830","","108r (alt 98r)","Verweis 4: vide tabula(m) noui | <alinea/> te#.sta(menti) p(ostea) k(arta) | .125.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000009</id></teiHeader><text><body><p><w>Verweis 4: vide tabula(m) noui | </w><lb break=""no"" customTag=""alinea""/><w> teſta(menti) p(ostea) k(arta) | .125.</w></p></body></text></TEI>","Verweis 4: vide tabulam noui teſtamenti postea karta .125."
"AN_0024_000010","München, Bayerische Staatsbibliothek, Clm 17830","","108r (alt 98r)","Verweis 5: Et fig(ur)a(m) tabule i(n) di(vi)<frag>si</frag>|one(m) noui (et) vet(er)is <frag>te</frag>|#.stam(en)to(rum) vide | i(n) fine vltime | karte bohecij d(e) (con)#.sol(ati)on<frag>e</frag>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000010</id></teiHeader><text><body><p><w>Verweis 5: Et fig(ur)a(m) tabule i(n) di(vi)</w><gap reason=""damage"" customTag=""frag with supplied reconstruction""><supplied reason=""reconstruction"">si</supplied></gap><w>|one(m) noui (et) vet(er)is </w><gap reason=""damage"" customTag=""frag with supplied reconstruction""><supplied reason=""reconstruction"">te</supplied></gap><w>|ſtam(en)to(rum) vide | i(n) fine vltime | karte bohecij d(e) (con)ſol(ati)on</w><gap reason=""damage"" customTag=""frag with supplied reconstruction""><supplied reason=""reconstruction"">e</supplied></gap></p></body></text></TEI>","Verweis 5: Et figuram tabule in divisionem noui et veteris teſtamentorum vide in fine vltime karte bohecij de conſolatione"
"AN_0024_000011","München, Bayerische Staatsbibliothek, Clm 17830","","108r (alt 98r)","Verweis 6: Et jn app(are)ntijs (contra)rijs | a k(arta) 14. alpha(betico) #.s(e)c(un)d<frag>o</frag>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000011</id></teiHeader><text><body><p><w>Verweis 6: Et jn app(are)ntijs (contra)rijs | a k(arta) 14. alpha(betico) ſ(e)c(un)d</w><gap reason=""damage"" customTag=""frag with supplied reconstruction""><supplied reason=""reconstruction"">o</supplied></gap></p></body></text></TEI>","Verweis 6: Et jn apparentijs contrarijs a karta 14. alphabetico ſecundo"
"AN_0024_000012","München, Bayerische Staatsbibliothek, Clm 17830","133v–143v","","","",""
"AN_0024_000013","München, Bayerische Staatsbibliothek, Clm 17830","144r–327r","144r","Verweis: Origene(m) #.s(upe)r Can<frag>tica</frag>| vide codice #.sub citri<frag>no</frag> | h(uius) q(uantitatis) ep(isto)la(rum) jh(er)o<frag>(nimi)</frag> | a k(arta) <k>118<gb>18</gb></k>.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000013</id></teiHeader><text><body><p><w>Origene(m) ſ(upe)r Can</w><gap reason=""damage"" customTag=""frag with supplied reconstruction""><supplied reason=""reconstruction"">tica</supplied></gap><w>| vide codice ſub citri</w><gap reason=""damage"" customTag=""frag with supplied reconstruction""><supplied reason=""reconstruction"">no</supplied></gap><w> | h(uius) q(uantitatis) ep(isto)la(rum) jh(er)o</w><gap reason=""damage"" customTag=""frag with supplied reconstruction""><supplied reason=""reconstruction"">(nimi)</supplied></gap><w> | a k(arta) </w><k><w>118</w><gb><w>18</w></gb></k><w>.</w></p></body></text></TEI>","Origenem ſuper Cantica vide codice ſub citrino huius quantitatis epistolarum jheronimi a karta 118 18."
"AN_0024_000014","München, Bayerische Staatsbibliothek, Clm 17830","","152v","Verweis: Vide Orignenem #.s(upe)r can(tica) p(er) jh(er)o(nimum) int(er)p(re)tatu(m) jn Ep(isto)l(is) jh(er)o(nimi) p(ar)cialib(us) | cu(m) ceter(is) q(uo)tlibetarijs Codice cit(ri)no a k(arta) .17. (et) 18.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000014</id></teiHeader><text><body><p><w>Vide Orignenem ſ(upe)r can(tica) p(er) jh(er)o(nimum) int(er)p(re)tatu(m) jn Ep(isto)l(is) jh(er)o(nimi) p(ar)cialib(us) | cu(m) ceter(is) q(uo)tlibetarijs Codice cit(ri)no a k(arta) .17. (et) 18.</w></p></body></text></TEI>","Vide Orignenem ſuper cantica per jheronimum interpretatum jn Epistolis jheronimi parcialibus cum ceteris quotlibetarijs Codice citrino a karta .17. et 18."
"AN_0024_000015","München, Bayerische Staatsbibliothek, Clm 17830","","327r","Verweis: p(ri)m(us) vt di(citur) t(antu)m liber finit | Re#.stant adhuc q(ui)nq(ue) libri | ibi ab#.sentes b(er)n(ardi) i(n) can(tica) <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000015</id></teiHeader><text><body><p><w>p(ri)m(us) vt di(citur) t(antu)m liber finit | Reſtant adhuc q(ui)nq(ue) libri | ibi abſentes b(er)n(ardi) i(n) can(tica) </w></p></body></text></TEI>","primus vt dicitur tantum liber finit Reſtant adhuc quinque libri ibi abſentes bernardi in cantica"
"AN_0024_000016","München, Bayerische Staatsbibliothek, Clm 17830","327v","","","",""
"AN_0024_000017","München, Bayerische Staatsbibliothek, Clm 17830","328r–332v","","","",""
"AN_0024_000018","München, Bayerische Staatsbibliothek, Clm 17830","333r–399v","356r","Verweis: <ul>Ca(pitulo) 3(o)</ul> Text(us). | vide expo#.sita(m) p(er) | g(re)go(rium) .27. mor(alium) | ca(pitulo) 4 / Codice p(re)#.s#.so | a k(arta) .291.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000018</id></teiHeader><text><body><p><underline><w>Ca(pitulo) 3(o)</w></underline><w> Text(us). | vide expoſita(m) p(er) | g(re)go(rium) .27. mor(alium) | ca(pitulo) 4 / Codice p(re)ſſo | a k(arta) .291.</w></p></body></text></TEI>","Capitulo 3o Textus. vide expoſitam per gregorium .27. moralium capitulo 4 / Codice preſſo a karta .291."
"AN_0024_000019","München, Bayerische Staatsbibliothek, Clm 17830","400r–400v","","","",""
"AN_0024_000020","München, Bayerische Staatsbibliothek, Clm 17830","401r–402r","","","",""
"AN_0024_000021","München, Bayerische Staatsbibliothek, Clm 17830","402v–406r","402v","Verweis 1: Liber <ul>Magni</ul> <add>fr(atris) p(re)dicato(rum)</add> alberti de virib(us) a(n)i(m)e . Theutonici <finis1/> | vide Albertu(m) m(a)gn(um) de adh(er)endo deo jn codice nig(ro) n(on) fibulato | h(uius) q(uantitatis) vbi b(re)uiloq(ui)u(m) (et) dÿada#.scalicon hugon(is) a k(arta) .134.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000021</id></teiHeader><text><body><p><w>Verweis 1: Liber </w><underline><w>Magni</w></underline><add><w>fr(atris) p(re)dicato(rum)</w></add><w> alberti de virib(us) a(n)i(m)e . Theutonici </w><w> | vide Albertu(m) m(a)gn(um) de adh(er)endo deo jn codice nig(ro) n(on) fibulato | h(uius) q(uantitatis) vbi b(re)uiloq(ui)u(m) (et) dÿadaſcalicon hugon(is) a k(arta) .134.</w></p></body></text></TEI>","Verweis 1: Liber Magni fratris predicatorum alberti de viribus anime . Theutonici vide Albertum magnum de adherendo deo jn codice nigro non fibulato huius quantitatis vbi breuiloquium et dÿadaſcalicon hugonis a karta .134."
"AN_0024_000022","München, Bayerische Staatsbibliothek, Clm 17830","","402v","Verweis 2: vide ger#.sone(m) de po-|t(e)ntijs a(n)i(m)e i(n) #.suo codi-|ce a k(arta) .189.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000022</id></teiHeader><text><body><p><w>Verweis 2: vide gerſone(m) de po-|t(e)ntijs a(n)i(m)e i(n) ſuo codi-|ce a k(arta) .189.</w></p></body></text></TEI>","Verweis 2: vide gerſonem de po-tentijs anime in ſuo codi-ce a karta .189."
"AN_0024_000023","München, Bayerische Staatsbibliothek, Clm 17830","","402v","Verweis 3: Et an(te) jn | aurea biblia ca(pitulo) 13 | d(e) a(n)i(m)e i(m)mor(ta)li(tate) a k(arta) .19.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0024_000023</id></teiHeader><text><body><p><w>Verweis 3: Et an(te) jn | aurea biblia ca(pitulo) 13 | d(e) a(n)i(m)e i(m)mor(ta)li(tate) a k(arta) .19.</w></p></body></text></TEI>","Verweis 3: Et ante jn aurea biblia capitulo 13 de anime immortalitate a karta .19."
